year ,month_num,month,day,date,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
2022,7,July,20,20 July 2022,1.5,2,2.5,2.8,2.9,2.7,2.3,1.8,1.3,0.9,0.7,0.7,0.9,1.3,1.9,2.3,2.5,2.6,2.4,2.1,1.6,1.3,1.1,1.1
2022,7,July,21,21 July 2022,1.2,1.5,1.9,2.3,2.5,2.5,2.4,2.1,1.7,1.3,1.1,0.9,1,1.2,1.6,2,2.4,2.5,2.5,2.3,2,1.6,1.3,1.2
2022,7,July,22,22 July 2022,1.1,1.2,1.4,1.7,2,2.2,2.2,2.1,1.9,1.6,1.4,1.2,1.2,1.2,1.4,1.8,2.1,2.4,2.5,2.5,2.3,2,1.6,1.4
2022,7,July,23,23 July 2022,1.2,1.1,1.1,1.2,1.5,1.7,1.9,2,2,1.9,1.7,1.5,1.4,1.4,1.4,1.6,1.9,2.1,2.4,2.5,2.5,2.3,2,1.7
2022,7,July,24,24 July 2022,1.4,1.1,1,1,1.1,1.3,1.5,1.7,1.9,2,2,1.8,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.4,2.5,2.5,2.3,2
2022,7,July,25,25 July 2022,1.7,1.3,1,0.9,0.8,0.9,1.1,1.4,1.7,2,2.1,2.1,1.9,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.5,2.6,2.6,2.4
2022,7,July,26,26 July 2022,2,1.6,1.2,0.9,0.7,0.7,0.8,1.1,1.4,1.8,2.1,2.2,2.1,1.9,1.7,1.5,1.4,1.5,1.7,2,2.3,2.6,2.8,2.7
2022,7,July,27,27 July 2022,2.4,1.9,1.4,1,0.7,0.6,0.7,0.8,1.2,1.6,2,2.3,2.3,2.2,1.8,1.5,1.3,1.3,1.4,1.7,2.1,2.5,2.8,2.9
2022,7,July,28,28 July 2022,2.7,2.3,1.8,1.3,0.9,0.6,0.6,0.7,0.9,1.4,1.9,2.3,2.4,2.4,2.1,1.7,1.4,1.2,1.2,1.5,1.8,2.3,2.8,3
2022,7,July,29,29 July 2022,3,2.7,2.2,1.6,1.1,0.7,0.5,0.5,0.7,1.1,1.7,2.2,2.5,2.5,2.3,1.9,1.5,1.2,1.1,1.2,1.5,2,2.5,3
2022,7,July,30,30 July 2022,3.1,2.9,2.5,2,1.3,0.9,0.6,0.5,0.6,0.9,1.4,2,2.4,2.6,2.5,2.2,1.7,1.3,1.1,1.1,1.3,1.7,2.2,2.8
2022,7,July,31,31 July 2022,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.5,0.7,1.1,1.8,2.3,2.6,2.6,2.4,2,1.5,1.2,1.1,1.1,1.4,1.9,2.5
2022,8,August,1,01 August 2022,3,3.2,3,2.6,2,1.4,0.9,0.6,0.5,0.6,0.9,1.5,2.1,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1,1.2,1.6,2.1
2022,8,August,2,02 August 2022,2.7,3.1,3.1,2.8,2.3,1.7,1.1,0.8,0.6,0.5,0.8,1.2,1.9,2.4,2.6,2.6,2.4,2,1.5,1.2,1,1,1.3,1.7
2022,8,August,3,03 August 2022,2.3,2.8,3,2.9,2.6,2,1.4,1,0.7,0.6,0.7,1,1.6,2.2,2.6,2.7,2.6,2.3,1.8,1.3,1,0.9,1.1,1.1
2022,8,August,4,04 August 2022,1.9,2.4,2.8,2.8,2.7,2.3,1.7,1.2,0.9,0.7,0.7,1,1.4,1.9,2.4,2.7,2.7,2.5,2.1,1.6,1.2,1,0.9,1.1
2022,8,August,5,05 August 2022,1.4,1.9,2.3,2.6,2.6,2.4,2,1.6,1.2,0.9,0.9,1,1.2,1.7,2.2,2.5,2.7,2.6,2.4,1.9,1.5,1.2,1,0.9
2022,8,August,6,06 August 2022,1.1,1.4,1.8,2.1,2.3,2.4,2.2,1.9,1.5,1.3,1.1,1.1,1.2,1.5,1.9,2.2,2.5,2.7,2.6,2.3,1.9,1.5,1.2,1
2022,8,August,7,07 August 2022,0.9,1,1.2,1.5,1.8,2,2.1,2,1.9,1.7,1.5,1.3,1.3,1.4,1.6,1.9,2.2,2.5,2.6,2.6,2.4,2,1.6,1.3
2022,8,August,8,08 August 2022,1,0.9,0.9,1,1.2,1.5,1.8,1.9,2,2,1.9,1.7,1.5,1.5,1.5,1.7,1.9,2.2,2.5,2.6,2.7,2.5,2.2,1.8
2022,8,August,9,09 August 2022,1.3,1,0.8,0.7,0.8,1,1.3,1.6,1.9,2.1,2.2,2.1,1.9,1.7,1.5,1.5,1.6,1.8,2.1,2.5,2.7,2.8,2.7,2.3
2022,8,August,10,10 August 2022,1.9,1.4,0.9,0.6,0.5,0.6,0.8,1.1,1.6,2,2.3,2.4,2.3,2,1.7,1.5,1.4,1.5,1.7,2.1,2.5,2.9,3,2.9
2022,8,August,11,11 August 2022,2.5,1.9,1.3,0.8,0.5,0.4,0.4,0.7,1.1,1.7,2.2,2.5,2.5,2.3,2,1.6,1.3,1.3,1.4,1.7,2.1,2.7,3.1,3.2
2022,8,August,12,12 August 2022,3,2.5,1.9,1.2,0.7,0.4,0.3,0.3,0.6,1.2,1.9,2.4,2.6,2.6,2.3,1.8,1.4,1.2,1.1,1:03,1.6,2.2,2.9,3.3
2022,8,August,13,13 August 2022,3.3,3.1,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.8,1.5,2.2,2.6,2.7,2.6,2.2,1.7,1.2,1,1,1.2,1.7,2.4,3.1
2022,8,August,14,14 August 2022,3.5,3.4,3,2.4,1.6,1,0.5,0.3,0.2,0.5,1,1.9,2.5,2.7,2.8,2.5,2,1.4,1.1,0.9,0.9,1.2,1.8,2.6
2022,8,August,15,15 August 2022,3.2,3.4,3.3,2.9,2.2,1.4,0.9,0.5,0.3,0.4,0.7,1.4,2.2,2.7,2.8,2.7,2.3,1.8,1.2,0.9,0.8,0.9,1.3,1.9
2022,8,August,16,16 August 2022,2.7,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.5,0.4,0.6,1.1,1.9,2.5,2.8,2.8,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.4
2022,8,August,17,17 August 2022,2.1,2.7,3.1,3.1,2.8,2.3,1.7,1.1,0.8,0.6,0.6,1,1.6,2.2,2.7,2.8,2.7,2.4,1.8,1.3,1,0.8,0.8,1
2022,8,August,18,18 August 2022,1.5,2.1,2.6,2.8,2.7,2.5,2,1.5,1.1,0.9,0.8,1,1.4,2,2.5,2.7,2.7,2.5,2.1,1.6,1.2,0.9,0.8,0.9
2022,8,August,19,19 August 2022,1.1,1.6,2.1,2.4,2.5,2.4,2.1,1.7,1.4,1.2,1.1,1.1,1.4,1.8,2.2,2.5,2.6,2.6,2.3,1.9,1.5,1.2,1,0.9
2022,8,August,20,20 August 2022,1,1.2,1.6,1.9,2,2.1,2,1.8,1.6,1.4,1.3,1.3,1.4,1.7,2,2.3,2.5,2.5,2.4,2.2,1.9,1.5,1.3,1.1
2022,8,August,21,21 August 2022,1,1.1,1.2,1.4,1.6,1.7,1.8,1.8,1.8,1.7,1.6,1.6,1.6,1.6,1.8,2,2.2,2.3,2.4,2.3,2.1,1.9,1.7,1.4
2022,8,August,22,22 August 2022,1.2,1.1,1.1,1.1,1.2,1.4,1.5,1.7,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.8,2,2.1,2.2,2.3,2.3,2.3,2.1,1.8
2022,8,August,23,23 August 2022,1.5,1.2,1,0.9,0.9,1,1.2,1.4,1.7,1.9,2,2,1.9,1.7,1.6,1.6,1.7,1.8,2,2.2,2.4,2.5,2.4,2.2
2022,8,August,24,24 August 2022,1.9,1.5,1.1,0.9,0.8,0.8,0.9,1.2,1.5,1.9,2.1,2.2,2.1,1.9,1.6,1.5,1.5,1.6,1.8,2,2.3,2.6,2.7,2.6
2022,8,August,25,25 August 2022,2.3,1.8,1.4,1,0.7,0.6,0.7,1,1.3,1.8,2.2,2.4,2.3,2.1,1.7,1.5,1.3,1.3,1.5,1.7,2.1,2.6,2.8,2.9
2022,8,August,26,26 August 2022,2.7,2.2,1.7,1.2,0.8,0.6,0.6,0.8,1.1,1.6,2.1,2.4,2.5,2.3,1.9,1.5,1.3,1.2,1.2,1.5,1.9,2.4,2.8,3
2022,8,August,27,27 August 2022,2.9,2.6,2.1,1.4,1,0.7,0.5,0.6,0.9,1.4,2,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1.1,1.2,1.5,2.1,2.7,3.1
2022,8,August,28,28 August 2022,3.1,2.9,2.4,1.8,1.2,0.8,0.6,0.5,0.7,1.2,1.8,2.4,2.7,2.7,2.4,2,1.5,1.1,1,1,1.3,1.7,2.4,2.9
2022,8,August,29,29 August 2022,3.2,3,2.7,2.1,1.5,1,0.6,0.5,0.6,0.9,1.6,2.3,2.7,2.8,2.6,2.3,1.7,1.2,0.9,0.9,1,1.4,1.9,2.6
2022,8,August,30,30 August 2022,3.1,3.1,2.9,2.5,1.8,1.2,0.8,0.6,0.6,0.8,1.3,2,2.6,2.8,2.8,2.5,2,1.4,1,0.8,0.8,1.1,1.5,2.2
2022,8,August,31,31 August 2022,2.8,3.1,3,2.7,2.1,1.5,1,0.7,0.6,0.7,1.1,1.7,2.4,2.8,2.9,2.7,2.3,1.7,1.2,0.9,0.7,0.8,1.2,1.7
2022,9,September ,1,01 September 2022,2.4,2.9,3,2.8,2.4,1.8,1.3,0.9,0.7,0.8,1,1.5,2.2,2.7,2.9,2.8,2.5,2,1.4,1,0.7,0.7,0.9,1.3
2022,9,September ,2,02 September 2022,1.9,2.5,2.8,2.8,2.6,2.1,1.6,1.1,0.9,0.9,1,1.4,1.9,2.5,2.9,2.9,2.7,2.3,1.7,1.2,0.9,0.7,0.7,1
2022,9,September ,3,03 September 2022,1.4,1.9,2.4,2.5,2.5,2.3,1.9,1.5,1.2,1,1.1,1.3,1.7,2.2,2.6,2.8,2.8,2.6,2.1,1.6,1.2,0.9,0.7,0.8
2022,9,September ,4,04 September 2022,1,1.4,1.8,2.1,2.3,2.2,2.1,1.8,1.5,1.3,1.3,1.3,1.6,1.9,2.3,2.6,2.7,2.7,2.4,2.1,1.6,1.3,1,0.9
2022,9,September ,5,05 September 2022,0.9,1,1.3,1.5,1.8,2,2,1.9,1.8,1.7,1.5,1.5,1.6,1.7,2,2.2,2.4,2.6,2.6,2.4,2.1,1.8,1.5,1.2
2022,9,September ,6,06 September 2022,1,0.9,0.9,1,1.2,1.5,1.7,1.9,2,2,1.9,1.8,1.7,1.7,1.7,1.9,2,2.3,2.5,2.6,2.5,2.4,2.1,1.7
2022,9,September ,7,07 September 2022,1.3,1,0.8,0.7,0.8,1,1.2,1.6,1.9,2.2,2.2,2.2,2,1.8,1.6,1.6,1.7,1.8,2.1,2.4,2.7,2.8,2.6,2.3
2022,9,September ,8,08 September 2022,1.9,1.4,1,0.7,0.5,0.6,0.8,1.2,1.7,2.1,2.4,2.5,2.3,2,1.7,1.5,1.4,1.4,1.7,2,2.5,2.9,3,2.9
2022,9,September ,9,09 September 2022,2.5,1.9,1.3,0.9,0.5,0.4,0.5,0.8,1.3,1.9,2.4,2.6,2.6,2.3,1.9,1.5,1.2,1.2,1.3,1.6,2.1,2.7,3.2,3.2
2022,9,September ,10,10 September 2022,3,2.5,1.9,1.2,0.7,0.4,0.3,0.5,0.9,1.6,2.3,2.6,2.8,2.6,2.2,1.6,1.2,1,1,1.2,1.6,2.2,3,3.3
2022,9,September ,11,11 September 2022,3.3,3,2.4,1.7,1,0.6,0.4,0.4,0.6,1.2,0.2,2.6,2.8,2.8,2.5,2,1.4,1,0.8,0.9,1.1,1.7,2.5,3.2
2022,9,September ,12,12 September 2022,3.4,3.3,2.9,2.2,1.5,0.9,0.5,0.4,0.5,0.9,1.7,2.5,2.8,2.9,2.7,2.3,1.7,1.1,0.8,0.7,0.8,1.2,1.9,2.7
2022,9,September ,13,13 September 2022,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.5,0.5,0.7,1.3,2.2,2.8,3,2.9,2.6,2,1.4,0.9,0.6,0.6,0.8,1.3,2.1
2022,9,September ,14,14 September 2022,2.8,3.2,3.1,2.9,2.3,1.6,1.1,0.8,0.6,0.7,1.1,1.8,2.6,2.9,2.9,2.7,2.3,1.7,1.1,0.7,0.6,0.6,0.9,1.5
2022,9,September ,15,15 September 2022,2.3,2.8,3,2.9,2.5,2,1.4,1.1,0.9,0.9,1.1,1.6,2.3,2.8,3,2.8,2.5,2,1.4,0.9,0.7,0.6,0.8,1.1
2022,9,September ,16,16 September 2022,1.7,2.3,2.6,2.7,2.6,2.2,1.7,1.3,1.1,1,1.1,1.5,2,2.6,2.9,2.8,2.6,2.2,1.7,1.2,0.9,0.7,0.7,0.9
2022,9,September ,17,17 September 2022,1.3,1.8,2.2,2.4,2.4,2.2,1.9,1.5,1.3,1.2,1.3,1.5,1.9,2.3,2.7,2.8,2.7,2.4,2,1.5,1.2,1,0.9,0.9
2022,9,September ,18,18 September 2022,1.1,1.4,1.8,2,2.1,2.1,1.9,1.7,1.5,1.4,1.5,1.6,1.8,2.1,2.4,2.6,2.6,2.4,2.2,1.8,1.5,1.3,1.1,1
2022,9,September ,19,19 September 2022,1.1,1.2,1.4,1.6,1.7,1.8,1.8,1.7,1.7,1.6,1.6,1.7,1.8,2,2.2,2.3,2.4,2.4,2.3,2.1,1.9,1.7,1.5,1.3
2022,9,September ,20,20 September 2022,1.2,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2,2.1,2.2,2.2,2.2,2.2,2.1,1.9,1.7
2022,9,September ,21,21 September 2022,1.4,1.2,1.1,1,1.1,1.2,1.4,1.6,1.8,2,2,2,1.9,1.8,1.8,1.8,1.8,1.9,2.1,2.2,2.4,2.4,2.3,2.1
2022,9,September ,22,22 September 2022,1.8,1.4,1.1,0.9,0.9,0.9,1.1,1.4,1.8,2.1,2.2,2.2,2.1,1.8,1.6,1.6,1.5,1.6,1.8,2.1,2.4,2.6,2.6,2.5
2022,9,September ,23,23 September 2022,2.2,1.7,1.3,1,0.8,0.7,0.9,1.2,1.7,2.1,2.4,2.4,2.3,2,1.6,1.4,1.3,1.3,1.5,1.8,2.2,2.7,2.9,2.8
2022,9,September ,24,24 September 2022,2.5,2.1,1.5,1.1,0.8,0.7,0.7,1,1.5,2.1,2.5,2.6,2.5,2.2,1.8,1.4,1.2,1.1,1.2,1.5,2,2.5,2.9,3
2022,9,September ,25,25 September 2022,2.8,2.4,1.8,1.3,0.9,0.7,0.6,0.9,1.3,2,2.5,2.8,2.7,2.5,2,1.5,1.1,1,1,1.2,1.6,2.2,2.8,3.1
2022,9,September ,26,26 September 2022,3,2.7,2.2,1.5,1,0.8,0.6,0.7,1.1,1.7,2.4,2.9,2.9,2.7,2.3,1.7,1.2,0.9,0.8,0.9,1.3,1.8,2.5,3
2022,9,September ,27,27 September 2022,3.1,3,2.5,1.9,1.3,0.9,0.7,0.7,0.9,1.4,2.2,2.8,3,2.9,2.6,2,1.4,0.9,0.7,0.7,0.9,1.4,2.1,2.8
2022,9,September ,28,28 September 2022,3.1,3.1,2.8,2.3,1.6,1.1,0.8,0.7,0.9,1.2,1.9,2.7,3.1,3,2.8,2.3,1.7,1.1,0.7,0.6,0.7,1,1.6,2.3
2022,9,September ,29,29 September 2022,2.9,3.1,2.9,2.6,2,1.4,1,0.9,0.9,1.1,1.6,2.3,3,3.1,3,2.6,2,1.3,0.9,0.6,0.5,0.7,1.1,1.8
2022,9,September ,30,30 September 2022,2.5,2.9,2.9,2.7,2.3,1.7,1.3,1,1,1.1,1.5,2,2.7,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.6,0.8,1.3
2022,10,November,1,01 October 2022,1.9,2.5,2.7,2.7,2.5,2,1.6,1.3,1.1,1.2,1.4,1.8,2.4,2.9,3.1,3,2.6,2.1,1.4,1,0.7,0.6,0.7,1
2022,10,November,2,02 October 2022,1.4,1.9,2.3,2.5,2.4,2.2,1.9,1.5,1.3,1.3,1.4,1.7,2.1,2.6,2.9,3,2.8,2.4,1.9,1.4,1,0.8,0.7,0.8
2022,10,November,3,03 October 2022,1,1.4,1.8,2.1,2.2,2.2,2,1.8,1.6,1.5,1.5,1.6,1.9,2.2,2.6,2.8,2.8,2.6,2.3,1.9,1.5,1.2,1,0.9
2022,10,November,4,04 October 2022,0.9,1,1.3,1.5,1.8,1.9,2,2,1.9,1.8,1.7,1.7,1.8,1.9,2.2,2.4,2.5,2.6,2.5,2.4,2.1,1.8,1.5,1.2
2022,10,November,5,05 October 2022,1,0.9,0.9,1.1,1.3,1.5,1.8,2,2.1,2.1,2,1.9,1.8,1.8,1.8,1.9,2.1,2.3,2.5,2.6,2.5,2.4,2.1,1.7
2022,10,November,6,06 October 2022,1.4,1.1,0.8,0.8,0.8,1.1,1.4,1.8,2.1,2.3,2.4,2.2,2,1.8,1.6,1.6,1.6,1.8,2.1,2.4,2.7,2.8,2.7,2.3
2022,10,November,7,07 October 2022,1.9,1.4,1,0.7,0.6,0.7,1,1.5,2,2.4,2.6,2.6,2.3,1.9,1.6,1.4,1.3,1.3,1.6,2,2.6,2.9,3,2.9
2022,10,November,8,08 October 2022,2.4,1.9,1.3,0.9,0.6,0.5,0.7,1.1,1.8,2.4,2.7,2.8,2.6,2.2,1.7,1.3,1.1,1,1.2,1.5,2.1,2.8,3.1,3.2
2022,10,November,9,09 October 2022,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.9,1.4,2.2,2.7,2.9,2.9,2.5,2,1.4,1,0.8,0.8,1.1,1.6,2.3,3,3.2
2022,10,November,10,10 October 2022,3.2,2.8,2.2,1.5,1,0.7,0.6,0.7,1.2,1.9,2.6,3,3,2.8,2.3,1.7,1.1,0.8,0.6,0.8,1.1,1.8,2.6,3.1
2022,10,November,11,11 October 2022,3.2,3.1,2.6,2,1.4,0.9,0.7,0.7,1,1.6,2.4,3,3.1,3,2.6,2,1.3,0.8,0.6,0.6,0.8,1.2,2,2.8
2022,10,November,12,12 October 2022,3.1,3.1,2.9,2.3,1.7,1.2,0.9,0.8,0.9,1.4,2.1,2.8,3.1,3.1,2.8,2.3,1.6,1,0.7,0.5,0.6,0.9,1.5,2.3
2022,10,November,13,13 October 2022,2.8,3,3,2.6,2.1,1.5,1.2,1,1,1.2,1.8,2.5,3,3.1,2.9,2.5,1.9,1.3,0.8,0.6,0.5,0.7,1.1,1.8
2022,10,November,14,14 October 2022,2.4,2.8,2.9,2.7,2.3,1.8,1.4,1.2,1.1,1.2,1.6,2.2,2.8,3.1,3,2.7,2.2,1.6,1.1,0.7,0.6,0.6,0.9,1.4
2022,10,November,15,15 October 2022,2,2.4,2.6,2.6,2.4,2,1.6,1.4,1.3,1.3,1.5,2,2.6,3,3,2.8,2.4,1.9,1.4,1,0.7,0.7,0.8,1.1
2022,10,November,16,16 October 2022,1.6,2,2.3,2.4,2.4,2.1,1.8,1.5,1.4,1.4,1.6,1.9,2.3,2.7,2.9,2.8,2.6,2.2,1.7,1.3,1,0.9,0.9,1
2022,10,November,17,17 October 2022,1.3,1.7,1.9,2.1,2.2,2.1,1.9,1.7,1.6,1.5,1.6,1.8,2.1,2.5,2.7,2.7,2.6,2.4,2,1.6,1.4,1.2,1.1,1.1
2022,10,November,18,18 October 2022,1.2,1.4,1.6,1.8,1.9,1.9,1.9,1.8,1.7,1.7,1.7,1.8,2,2.2,2.4,2.5,2.5,2.4,2.2,2,1.7,1.6,1.4,1.3
2022,10,November,19,19 October 2022,1.2,1.2,1.3,1.5,1.6,1.7,1.8,1.9,1.9,1.9,1.9,1.8,1.9,2,2.1,2.2,2.3,2.3,2.3,2.2,2.1,1.9,1.8,1.6
2022,10,November,20,20 October 2022,1.3,1.2,1.2,1.2,1.3,1.5,1.7,1.9,2,2.1,2.1,2,1.9,1.8,1.9,1.9,2,2.1,2.2,2.3,2.3,2.3,2.2,1.9
2022,10,November,21,21 October 2022,1.6,1.3,1.1,1,1.1,1.2,1.5,1.9,2.1,2.3,2.3,2.2,2,1.8,1.7,1.6,1.6,1.8,2,2.2,2.5,2.6,2.5,2.3
2022,10,November,22,22 October 2022,1.9,1.5,1.2,1,0.9,1,1.3,1.7,2.2,2.5,2.6,2.5,2.2,1.8,1.6,1.4,1.3,1.4,1.6,2,2.4,2.7,2.7,2.6
2022,10,November,23,23 October 2022,2.3,1.8,1.4,1.1,0.9,0.9,1.1,1.6,2.1,2.6,2.8,2.7,2.5,2,1.6,1.3,1.1,1.1,1.3,1.6,2.2,2.6,2.9,2.9
2022,10,November,24,24 October 2022,2.6,2.1,1.6,1.2,0.9,0.8,1,1.3,1.9,2.6,2.9,2.9,2.7,2.3,1.7,1.3,1,0.8,0.9,1.3,1.8,2.4,2.9,3
2022,10,November,25,25 October 2022,2.9,2.5,1.9,1.4,1.1,0.9,0.9,1.2,1.7,2.4,3,3.1,3,2.6,2,1.4,0.9,0.7,0.7,0.9,1.3,2,2.7,3
2022,10,November,26,26 October 2022,3,2.8,2.3,1.7,1.3,1,0.9,1.1,1.4,2.1,2.9,3.2,3.2,2.9,2.3,1.7,1.1,0.7,0.5,0.6,0.9,1.5,2.2,2.8
2022,10,November,27,27 October 2022,3,3,2.7,2.1,1.6,1.2,1,1.1,1.3,1.8,2.5,3.2,3.3,3.1,2.7,2,1.3,0.8,0.5,0.4,0.6,1,1.7,2.4
2022,10,November,28,28 October 2022,2.9,3,2.9,2.5,1.9,1.5,1.2,1.1,1.2,1.6,2.2,2.9,3.3,3.3,3,2.4,1.7,1.1,0.6,0.4,0.4,0.7,1.2,1.8
2022,10,November,29,29 October 2022,2.5,2.8,2.8,2.7,2.3,1.8,1.5,1.3,1.3,1.5,1.9,2.5,3.1,3.3,3.2,2.8,2.2,1.5,0.9,0.6,0.5,0.5,0.8,1.3
2022,10,November,30,30 October 2022,1.9,2.4,2.6,2.7,2.5,2.1,1.7,1.5,1.4,1.5,1.7,2.2,2.8,3.2,3.2,3,2.6,2,1.4,0.9,0.7,0.6,0.7,0.9
2022,10,November,31,31 October 2022,1.4,1.9,2.2,2.4,2.5,2.3,2,1.7,1.5,1.5,1.7,2,2.4,2.8,3.1,3.1,2.8,2.4,1.9,1.4,1,0.8,0.7,0.8
2022,11,November,1,01 November 2022,1,1.4,1.8,2.1,2.2,2.3,2.2,2,1.8,1.7,1.7,1.8,2.1,2.4,2.7,2.9,2.9,2.7,2.4,2,1.6,1.2,1,0.9
2022,11,November,2,02 November 2022,0.9,1,1.3,1.6,1.9,2.1,2.2,2.2,2.1,1.9,1.8,1.8,1.9,2,2.2,2.4,2.6,2.7,2.6,2.4,2.1,1.8,1.5,1.2
2022,11,November,3,03 November 2022,1,0.9,1,1.1,1.4,1.8,2.1,2.3,2.3,2.3,2.1,1.9,1.8,1.8,1.8,1.9,2.1,2.3,2.5,2.6,2.6,2.4,2.1,1.7
2022,11,November,4,04 November 2022,1.3,1.1,0.9,0.9,1.1,1.4,1.8,2.2,2.5,2.5,2.4,2.2,1.9,1.7,1.5,1.5,1.6,1.8,2.1,2.5,2.7,2.8,2.6,2.2
2022,11,November,5,05 November 2022,1.8,1.4,1,0.8,0.8,1.1,1.5,2,2.5,2.7,2.7,2.6,2.2,1.8,1.4,1.2,1.1,1.3,1.6,2.1,2.6,2.9,2.9,2.7
2022,11,November,6,06 November 2022,2.3,1.7,1.3,1,0.8,0.9,1.2,1.7,2.3,2.8,2.9,2.9,2.5,2,1.5,1.1,0.9,0.9,1.1,1.5,2.2,2.7,3,3
2022,11,November,7,07 November 2022,2.7,2.2,1.6,1.2,0.9,0.9,1,1.5,2.1,2.7,3,3,2.8,2.3,1.7,1.2,0.9,0.7,0.8,1.1,1.6,2.3,2.8,3
2022,11,November,8,08 November 2022,2.9,2.6,2,1.5,1.1,0.9,1,1.3,1.8,2.6,3,3.2,3,2.6,2,1.4,0.9,0.6,0.6,0.8,1.2,1.9,2.5,2.9
2022,11,November,9,09 November 2022,3,2.8,2.4,1.8,1.4,1.1,1,1.2,1.6,2.3,2.9,3.2,3.1,2.9,2.3,1.7,1.1,0.7,0.5,0.6,0.8,1.4,2.1,2.7
2022,11,November,10,10 November 2022,2.9,2.9,2.6,2.2,1.7,1.3,1.1,1.2,1.4,2,2.7,3.2,3.2,3,2.6,2,1.4,0.9,0.6,0.5,0.7,1,1.7,2.3
2022,11,November,11,11 November 2022,2.7,2.9,2.8,2.4,1.9,1.5,1.3,1.2,1.4,1.7,2.4,3,3.2,3.1,2.8,2.3,1.7,1.1,0.7,0.6,0.6,0.8,1.3,1.9
2022,11,November,12,12 November 2022,2.4,2.7,2.8,2.6,2.2,1.8,1.5,1.3,1.4,1.6,2.1,2.7,3.1,3.2,3,2.6,2,1.4,0.9,0.7,0.6,0.7,1,1.5
2022,11,November,13,13 November 2022,2.1,2.4,2.6,2.6,2.3,2,1.6,1.4,1.4,1.6,1.9,2.4,2.9,3.1,3.1,2.8,2.3,1.7,1.2,0.9,0.7,0.7,0.9,1.3
2022,11,November,14,14 November 2022,1.7,2.1,2.4,2.5,2.4,2.1,1.8,1.6,1.5,1.6,1.8,2.2,2.6,3,3,2.9,2.5,2.1,1.6,1.2,1,0.9,0.9,1.1
2022,11,November,15,15 November 2022,1.5,1.8,2.1,2.3,2.3,2.2,1.9,1.7,1.6,1.6,1.7,2,2.4,2.7,2.9,2.9,2.7,2.3,1.9,1.5,1.3,1.1,1,1.1
2022,11,November,16,16 November 2022,1.3,1.5,1.8,2,2.1,2.1,2,1.9,1.7,1.7,1.7,1.9,2.1,2.4,2.6,2.7,2.6,2.5,2.2,1.9,1.6,1.4,1.2,1.2
2022,11,November,17,17 November 2022,1.2,1.3,1.5,1.7,1.9,2.1,2.1,2,1.9,1.9,1.8,1.8,1.9,2.1,2.3,2.4,2.5,2.4,2.3,2.1,1.9,1.7,1.5,1.4
2022,11,November,18,18 November 2022,1.2,1.2,1.3,1.5,1.7,1.9,2.1,2.2,2.2,2.1,2,1.9,1.8,1.9,1.9,2,2.2,2.3,2.3,2.3,2.2,2.1,1.8,1.6
2022,11,November,19,19 November 2022,1.4,1.3,1.2,1.3,1.5,1.8,2.1,2.3,2.4,2.4,2.2,2,1.8,1.7,1.6,1.7,1.8,1.9,2.1,2.3,2.4,2.4,2.2,1.9
2022,11,November,20,20 November 2022,1.6,1.4,1.2,1.2,1.3,1.5,1.9,2.3,2.6,2.7,2.5,2.3,2,1.7,1.5,1.4,1.4,1.5,1.8,2.1,2.4,2.5,2.5,2.3
2022,11,November,21,21 November 2022,1.9,1.6,1.3,1.2,1.2,1.3,1.7,2.2,2.7,2.9,2.8,2.6,2.2,1.8,1.4,1.1,1.1,1.1,1.4,1.8,2.3,2.6,2.7,2.6
2022,11,November,22,22 November 2022,2.3,1.8,1.5,1.2,1.1,1.2,1.5,2,2.6,3,3.1,2.9,2.5,2,1.5,1.1,0.8,0.8,1,1.3,1.9,2.5,2.8,2.8
2022,11,November,23,23 November 2022,2.6,2.2,1.8,1.4,1.2,1.2,1.3,1.7,2.3,2.9,3.3,3.2,2.9,2.3,1.7,1.1,0.8,0.6,0.7,0.9,1.4,2.1,2.6,2.9
2022,11,November,24,24 November 2022,2.9,2.6,2.1,1.7,1.4,1.2,1.3,1.5,2,2.7,3.2,3.4,3.2,2.7,2.1,1.4,0.9,0.5,0.4,0.6,0.9,1.5,2.2,2.7
2022,11,November,25,25 November 2022,2.9,2.9,2.6,2.1,1.6,1.4,1.3,1.4,1.7,2.3,3,3.4,3.4,3.1,2.5,1.8,1.1,0.7,0.4,0.4,0.6,1,1.7,2.4
